id,book_id,authors,original_publication_year,original_title,language_code,average_rating,ratings_count,,,,,,,,,,,,,,,
5344,18337259,"Daniel Abraham, George R.R. Martin, Tommy Patterson",2011,A Song of Ice and Fire Graphic Novels,eng,4.65,18667,,,,,,,,,,,,,,,
5345,6087756,Holly Black,2010,White Cat,eng,3.81,29444,,,,,,,,,,,,,,,
5346,11437,Raymond Carver,1988,Where I’m Calling From: The Selected Stories,en-US,4.42,16617,,,,,,,,,,,,,,,
5347,26999,Jasper Fforde,2004,Something Rotten,eng,4.15,24526,,,,,,,,,,,,,,,
5348,8318666,Jean M. Auel,2011,The Land of the Painted Caves,eng,3.24,19300,,,,,,,,,,,,,,,
5349,534255,Lucy Grealy,1994,Autobiography of a Face,en-GB,3.96,18982,,,,,,,,,,,,,,,
5350,22465597,Lauren Oliver,2015,Vanishing Girls,en-CA,3.59,19508,,,,,,,,,,,,,,,
5352,7355137,"Angie Sage, Mark Zug",2011,Darke,eng,4.23,21322,,,,,,,,,,,,,,,
5353,7528717,Jeff Kinney,2010,The Wimpy Kid Movie Diary: How Greg Heffley Went Hollywood,en-US,4.16,15956,,,,,,,,,,,,,,,
5354,80616,Dashiell Hammett,1934,The Thin Man,eng,3.97,20535,,,,,,,,,,,,,,,
5355,178813,Candace Bushnell,2003,Trading Up,eng,3.2,15604,,,,,,,,,,,,,,,
5356,234489,David Brin,1987,The Uplift War,en-US,4.06,20217,,,,,,,,,,,,,,,
5357,13881,Raymond E. Feist,1997,Rage of a Demon King (The Serpentwar Saga #3),en-US,4.02,19206,,,,,,,,,,,,,,,
5358,395182,"Kingsley Amis, David Lodge",1954,Lucky Jim,eng,3.79,17448,,,,,,,,,,,,,,,
5359,21721,Karin Slaughter,2003,A Faint Cold Fear,en-US,4.12,18827,,,,,,,,,,,,,,,
5360,23846013,Marie Lu,2015,The Rose Society,eng,4.11,27655,,,,,,,,,,,,,,,
5362,5168517,Susane Colasanti,2009,Waiting For You,eng,3.84,20236,,,,,,,,,,,,,,,
5363,18775365,Jeff Hobbs,2014,The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League,eng,4.13,14451,,,,,,,,,,,,,,,
5365,5422154,Lisa Gardner,2009,The Neighbor,eng,4.08,19985,,,,,,,,,,,,,,,
5366,2202230,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",2008,Y: The Last Man Vol. 10: Whys And Wherefores,eng,4.34,19916,,,,,,,,,,,,,,,
5367,840278,Greg Bear,1984,Eon,en-US,3.86,18373,,,,,,,,,,,,,,,
5368,25776122,Helen Simonson,2016,The Summer Before the War,eng,3.79,17350,,,,,,,,,,,,,,,
5369,612188,"C.G. Jung, Aniela Jaffé, Richard Winston, Clara Winston",1961,"Erinnerungen, Träume, Gedanken von C.G. Jung",eng,4.19,16810,,,,,,,,,,,,,,,
5370,7121598,Laurell K. Hamilton,2010,Bullet,en-US,3.82,25388,,,,,,,,,,,,,,,
5371,8533018,Diana Gabaldon,2011,The Scottish Prisoner,eng,4.19,17459,,,,,,,,,,,,,,,
5372,199785,Meg Cabot,2001,Reunion,eng,4.09,28944,,,,,,,,,,,,,,,
5373,10706934,ياسر حارب,2011,بيكاسو وستاربكس,ara,3.55,16117,,,,,,,,,,,,,,,
5374,26101,"Milan Kundera, Suzanne Rappaport",1970,Směšné lásky ,eng,3.86,12984,,,,,,,,,,,,,,,
5375,110387,Julia Quinn,2007,The Secret Diaries of Miss Miranda Cheever,eng,3.93,25533,,,,,,,,,,,,,,,
5378,31072,Malcolm Lowry,1947,Under the Volcano,eng,3.8,15832,,,,,,,,,,,,,,,
5379,20894857,Rachel Abbott,2014,Sleep tight,eng,3.98,10894,,,,,,,,,,,,,,,
5380,824734,"Mary Pope Osborne, Salvatore Murdocca",2002,Dinosaurs Before Dark,eng,3.87,22533,,,,,,,,,,,,,,,
5381,20417,Robert A. Heinlein,1958,Have Space Suit - Will Travel,eng,3.89,20260,,,,,,,,,,,,,,,
5382,43049,Jack London,1904,The Sea Wolf,eng,4.01,16488,,,,,,,,,,,,,,,
5383,23224,Meg Cabot,2001,Darkest Hour,eng,4.16,28104,,,,,,,,,,,,,,,
5384,10767466,Kate Beaton,2011,Hark! A Vagrant,eng,4.27,20587,,,,,,,,,,,,,,,
5385,16059,Ann Packer,2002,The Dive From Clausen's Pier,eng,3.41,18445,,,,,,,,,,,,,,,
5386,53061,"Thomas Mann, Michael Henry Heim, Michael Cunningham",1912,Der Tod in Venedig,eng,3.73,17168,,,,,,,,,,,,,,,
5389,175516,Edgar Allan Poe,1839,The Fall of the House of Usher ,eng,3.92,26468,,,,,,,,,,,,,,,
5390,4415692,D.J. MacHale,2009,The Soldiers of Halla,en-US,4.27,19502,,,,,,,,,,,,,,,
5391,301022,E. Lockhart,2005,"The Boyfriend List: 15 Guys, 11 Shrink Appointments, 4 Ceramic Frogs and Me, Ruby Oliver (Ruby Oliver, #1)",en-US,3.49,22687,,,,,,,,,,,,,,,
5392,5872,Pat Barker,1991,Regeneration,en-GB,4.03,17126,,,,,,,,,,,,,,,
5393,18668485,Veronica Roth,2014,Four: The Initiate,eng,4.2,15505,,,,,,,,,,,,,,,
5394,133729,Michael J. Fox,2002,Lucky Man,eng,4.06,16862,,,,,,,,,,,,,,,
5395,17645,Margaret Atwood,2005,The Penelopiad,en-US,3.66,21731,,,,,,,,,,,,,,,
5396,6390031,"John Joseph Adams, Robert J. Sawyer, Stephen King, Michael Moorcock, Sharyn McCrumb, Stephen Baxter, Anne Perry, Barbara Hambly, Tanith Lee, Neil Gaiman, Rob Rogers, Naomi Novik, Anthony Burgess, Dominic Green, Laurie R. King, Barbara Roden, Peter Tremayne, Tim Lebbon, Bradley H. Sinor, Edward D. Hoch, Vonda N. McIntyre, Darrell Schweitzer, Mary Robinette Kowal, H.Paul Jeffers, Geoffrey A. Landis, Amy Myers, Tony Pi, Chris Roberson, Mark Valentine",2007,The Improbable Adventures of Sherlock Holmes,eng,4.37,16405,,,,,,,,,,,,,,,
5398,167010,"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",2003,"Fables, Volume 2: Animal Farm",eng,4.12,23951,,,,,,,,,,,,,,,
5399,464260,"James     Baldwin, Kıvanç Güney",1963,The Fire Next Time,eng,4.45,19816,,,,,,,,,,,,,,,
5400,191117,Mo Willems,2006,Don't Let the Pigeon Stay Up Late!,en-US,4.35,25532,,,,,,,,,,,,,,,
5401,22358,"Grant Morrison, Frank Quitely",2005,We3,eng,3.95,18822,,,,,,,,,,,,,,,
5402,93731,Meg Cabot,2003,Princess in Pink,eng,3.69,27057,,,,,,,,,,,,,,,
5403,2051840,Ellen Schreiber,2008,"The Coffin Club (Vampire Kisses, #5)",eng,4.06,22257,,,,,,,,,,,,,,,
5404,11376,Sinclair Lewis,1920,Main Street,eng,3.75,19040,,,,,,,,,,,,,,,
5405,20829994,"Rick Riordan, John Rocco",2014,Percy Jackson's Greek Gods,eng,4.51,24718,,,,,,,,,,,,,,,
5406,16178,Catherine Gilbert Murdock,2006,Dairy Queen,eng,3.73,23306,,,,,,,,,,,,,,,
5407,10756240,Michael Chabon,2012,Telegraph Avenue,eng,3.36,15614,,,,,,,,,,,,,,,
5408,5764902,Karin Slaughter,2009,Genesis,eng,4.24,17871,,,,,,,,,,,,,,,
5409,23014670,Erika Swyler,2015,The Book of Speculation,eng,3.59,17345,,,,,,,,,,,,,,,
5410,6726595,Laurell K. Hamilton,2009,Flirt,en-US,3.7,26325,,,,,,,,,,,,,,,
5411,59825,Nora Roberts,1998,Inner Harbor (Chesapeake Bay Saga #3),eng,4.16,23833,,,,,,,,,,,,,,,
5412,6559316,Christopher Moore,2010,Bite Me,en-US,3.85,20914,,,,,,,,,,,,,,,
5414,147843,Kristen Britain,1998,Green Rider,eng,4.09,24006,,,,,,,,,,,,,,,
5416,18079683,Helen Oyeyemi,2013,"Boy, Snow, Bird",eng,3.34,17667,,,,,,,,,,,,,,,
5418,9628743,David  Brooks,2011,"The Social Animal: The Hidden Sources of Love, Character, and Achievement",eng,3.83,15378,,,,,,,,,,,,,,,
5419,7140754,Ian McEwan,2010,Solar,eng,3.23,17333,,,,,,,,,,,,,,,
5420,61539,Thomas S. Kuhn,1962,The Structure of Scientific Revolutions,eng,3.98,15950,,,,,,,,,,,,,,,
5421,44001,Andrea Levy,2004,Small Island,en-US,3.89,17205,,,,,,,,,,,,,,,
5422,28220985,Louise Penny,2016,A Great Reckoning,eng,4.46,13563,,,,,,,,,,,,,,,
5423,43327,Sidney Sheldon,2000,The Sky is Falling,eng,3.54,15345,,,,,,,,,,,,,,,
5425,30672,"Arthur Koestler, Daphne Hardy",1940,Sonnenfinsternis,eng,4.06,16818,,,,,,,,,,,,,,,
5426,8341567,Jaci Burton,2011,The Perfect Play,en-US,3.93,31260,,,,,,,,,,,,,,,
5429,61886,Lois McMaster Bujold,2000,The Curse of Chalion,eng,4.16,21007,,,,,,,,,,,,,,,
5431,114187,Nora Roberts,2002,"Chesapeake Blue (Chesapeake Bay Saga, #4)",en-US,4.17,23925,,,,,,,,,,,,,,,
5432,6472451,Malinda Lo,2009,Ash,en-US,3.62,14513,,,,,,,,,,,,,,,
5433,6489529,Bernard Cornwell,2009,The Burning Land,eng,4.29,15373,,,,,,,,,,,,,,,
5434,199687,Megan McCafferty,2003,"Second Helpings (Jessica Darling, #2)",eng,4.08,23180,,,,,,,,,,,,,,,
5436,253106,Carolyn Mackler,2003,"The Earth, My Butt, and Other Big Round Things",eng,3.77,21129,,,,,,,,,,,,,,,
5437,12194,Joseph Conrad,1900,Lord Jim,eng,3.61,19113,,,,,,,,,,,,,,,
5439,79257,Neil Gaiman,1987,Don't Panic: The Official Hitchhikers Guide to the Galaxy Companion,eng,4.31,18015,,,,,,,,,,,,,,,
5440,542752,Andrew Clements,2002,Things Not Seen,en-GB,3.88,21478,,,,,,,,,,,,,,,
5441,19747756,"Frank E. Peretti, Ted Dekker",2006,House,eng,3.6,17813,,,,,,,,,,,,,,,
5442,13638125,"V.E. Schwab, Victoria Schwab",2013,Vicious,eng,4.25,23613,,,,,,,,,,,,,,,
5443,41706,Clive Cussler,1976,Raise the Titanic!,eng,3.96,18945,,,,,,,,,,,,,,,
5444,45432,Eoin Colfer,2004,The Supernaturalist,en-US,3.85,23010,,,,,,,,,,,,,,,
5445,199782,Meg Cabot,2007,Queen of Babble in the Big City,eng,3.77,24000,,,,,,,,,,,,,,,
5446,420404,Dr. Seuss,1958,Yertle the Turtle (Classic Seuss),eng,4.13,24972,,,,,,,,,,,,,,,
5448,19661,Rohinton Mistry,2001,Family Matters,eng,3.99,16790,,,,,,,,,,,,,,,
5449,132900,Harvey Karp,2002,The Happiest Baby on the Block,eng,3.92,13035,,,,,,,,,,,,,,,
5451,6765740,Dee Lestari,2004,Perahu Kertas,ind,3.94,13927,,,,,,,,,,,,,,,
5452,1025250,Gordon Korman,2000,Schooled,en-US,3.82,20411,,,,,,,,,,,,,,,
5453,13193855,"Dallas Hartwig, Melissa Hartwig",2012,It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,en-US,4.09,13643,,,,,,,,,,,,,,,
5454,430968,Ted Kerasote,2007,Merle's Door: Lessons from a Freethinking Dog,en-US,4.18,14953,,,,,,,,,,,,,,,
5455,141372,Gary Paulsen,1996,Brian's Winter,en-US,3.98,16861,,,,,,,,,,,,,,,
5456,11208,Julia Alvarez,1991,How the Garcia Girls Lost Their Accents ,eng,3.62,15231,,,,,,,,,,,,,,,
5457,17558817,"J. Lynn, Jennifer L. Armentrout",2014,Be with Me,eng,4.15,32046,,,,,,,,,,,,,,,
5458,372319,Louisa May Alcott,1886,"Jo's Boys, and How They Turned Out: A Sequel to ""Little Men""",eng,3.8,23877,,,,,,,,,,,,,,,
5459,29430007,Harlan Coben,2016,Home ,eng,4.2,12183,,,,,,,,,,,,,,,
5460,38502,Charles Bukowski,1969,Notes of a Dirty Old Man,eng,3.99,15443,,,,,,,,,,,,,,,
5461,13505130,"Jussi Adler-Olsen, K.E. Semmel",2008,Fasandræberne,eng,3.85,13479,,,,,,,,,,,,,,,
5462,16171272,James McBride,2013,The Good Lord Bird,eng,3.75,14538,,,,,,,,,,,,,,,
5463,24963,Susan Cooper,1974,Greenwitch,eng,4,21364,,,,,,,,,,,,,,,
5464,30065,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2006,"The Walking Dead, Vol. 5: The Best Defense",en-GB,4.3,19431,,,,,,,,,,,,,,,
5466,18053782,Abbi Glines,2014,"Take a Chance (Chance, #1)",eng,4.15,30690,,,,,,,,,,,,,,,
5467,9975779,Daniel Silva,2011,Portrait of a Spy,eng,4.24,16744,,,,,,,,,,,,,,,
5468,501124,Kate Atkinson,2006,One Good Turn,en-US,3.79,19384,,,,,,,,,,,,,,,
5469,768878,Clive Barker,2002,Abarat,en-US,4.08,20460,,,,,,,,,,,,,,,
5470,35816,Arthur C. Clarke,1987,2061: Odyssey Three,eng,3.52,17843,,,,,,,,,,,,,,,
5472,7187395,Richard Paul Evans,2010,The Walk,en-US,4.12,16224,,,,,,,,,,,,,,,
5473,6619499,Claudia Gray,2011,Afterlife,en-US,3.8,23780,,,,,,,,,,,,,,,
5474,411527,Nick Hornby,2007,Slam,en-US,3.27,17393,,,,,,,,,,,,,,,
5475,9943270,Robin LaFevers,2013,"Dark Triumph (His Fair Assassin, #2)",eng,4.15,28133,,,,,,,,,,,,,,,
5476,18263725,Kwame Alexander,2014,The Crossover,eng,4.22,21249,,,,,,,,,,,,,,,
5477,1464757,Andrea Hirata,2007,Edensor,ind,4.06,11719,,,,,,,,,,,,,,,
5478,139087,Alan Hollinghurst,2004,The Line of Beauty,eng,3.7,15844,,,,,,,,,,,,,,,
5479,9792287,Susanna Kearsley,2011,The Rose Garden,eng,4.01,18553,,,,,,,,,,,,,,,
5480,65684,Frank E. Peretti,2005,Monster,en-US,3.8,17583,,,,,,,,,,,,,,,
5481,93795,Daniel Silva,2002,The English Assassin,en-US,4.12,16810,,,,,,,,,,,,,,,
5482,24475,Chuck Klosterman,2006,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,en-US,3.85,13892,,,,,,,,,,,,,,,
5484,23093359,"Kieron Gillen, Jamie McKelvie, Matt Wilson, Clayton Cowles",2014,"The Wicked + The Divine, Vol. 1: The Faust Act",eng,3.9,25138,,,,,,,,,,,,,,,
5485,17797381,Dean Koontz,2013,Innocence,eng,3.69,13482,,,,,,,,,,,,,,,
5486,988950,John Sandford,2004,Dark of the Moon,en-US,4,18708,,,,,,,,,,,,,,,
5488,16150831,Alexandra Bracken,2014,In The Afterlight,eng,4.36,25788,,,,,,,,,,,,,,,
5489,12637490,Aimee Carter,2012,Goddess Interrupted,eng,4.02,26286,,,,,,,,,,,,,,,
5490,280277,"Holly Black, Tony DiTerlizzi",2003,Lucinda’s Secret,eng,3.87,25217,,,,,,,,,,,,,,,
5491,568476,"Beverly Cleary, Tracy Dockray",1950,Henry Huggins,eng,3.97,21823,,,,,,,,,,,,,,,
5492,906541,"Russell Hoban, Garth Williams",1960,Bedtime for Frances,eng,4.14,22865,,,,,,,,,,,,,,,
5493,328802,"Tetsuko Kuroyanagi, Chihiro Iwasaki, Dorothy Britton",1981,窓ぎわのトットちゃん,eng,4.3,13859,,,,,,,,,,,,,,,
5494,22055283,Joe Abercrombie,2015,Half the World,eng,4.2,12396,,,,,,,,,,,,,,,
5495,10669,Roger Lowenstein,2000,When Genius Failed: The Rise and Fall of Long-Term Capital Management,en-US,4.16,15619,,,,,,,,,,,,,,,
5496,44905,Natalie Goldberg,1986,Writing Down the Bones: Freeing the Writer Within,eng,4.17,18477,,,,,,,,,,,,,,,
5498,28695,Tad Williams,1996,City of Golden Shadow,eng,3.9,19334,,,,,,,,,,,,,,,
5499,140097,Charlaine Harris,2007,An Ice Cold Grave,eng,3.95,26178,,,,,,,,,,,,,,,
5500,337058,Katherine Paterson,1980,Jacob Have I Loved,eng,3.64,24920,,,,,,,,,,,,,,,
5501,7134201,"James Patterson, Liza Marklund",2010,The Postcard Killers,eng,3.78,18542,,,,,,,,,,,,,,,
5502,8230409,"Julietta Suzuki, Tomo Kimura",2008,神様はじめました 1,eng,4.38,20569,,,,,,,,,,,,,,,
5503,23587984,Colleen Hoover,2014,Maybe Not,en-US,4.14,26102,,,,,,,,,,,,,,,
5504,147801,D.J. MacHale,2004,Black Water,eng,4.16,19634,,,,,,,,,,,,,,,
5505,121648,Agatha Christie,1942,Five Little Pigs,eng,3.95,19618,,,,,,,,,,,,,,,
5506,9265453,China Miéville,2011,Embassytown,eng,3.86,17388,,,,,,,,,,,,,,,
5508,3581,Arthur Conan Doyle,1927,"Sherlock Holmes: The Complete Novels and Stories, Volume I",eng,4.45,17950,,,,,,,,,,,,,,,
5509,246225,Dorothy L. Sayers,1930,Strong Poison,eng,4.14,18578,,,,,,,,,,,,,,,
5510,77281,Gary Larson,1984,The Far Side Gallery,eng,4.42,20022,,,,,,,,,,,,,,,
5511,13581990,Julie Kagawa,2013,The Eternity Cure,eng,4.26,27278,,,,,,,,,,,,,,,
5512,238125,J.D. Robb,1998,Holiday in Death,eng,4.31,24511,,,,,,,,,,,,,,,
5513,16090981,Tarryn Fisher,2013,Thief,eng,4.4,28533,,,,,,,,,,,,,,,
5514,166562,Aron Ralston,2004,Between a Rock and a Hard Place,en-US,3.82,14350,,,,,,,,,,,,,,,
5515,618177,David Gemmell,1984,Legend ,en-US,4.25,18260,,,,,,,,,,,,,,,
5517,23223,Meg Cabot,2004,"Every Boy's Got One (Boy, #3)",en-GB,3.77,19771,,,,,,,,,,,,,,,
5518,231585,Ann Rule,1987,Small Sacrifices: A True Story of Passion and Murder,eng,4.2,17384,,,,,,,,,,,,,,,
5520,8044557,"Avery Monsen, Jory John",2010,All My Friends Are Dead,eng,4.24,19423,,,,,,,,,,,,,,,
5521,617526,Matthew Reilly,2007,The Six Sacred Stones,eng,4.16,17064,,,,,,,,,,,,,,,
5522,534733,Nora Roberts,1998,Rising Tides (Chesapeake Bay Saga #2),en-US,4.16,23604,,,,,,,,,,,,,,,
5523,2879,Tite Kubo,2004,Bleach―ブリーチ― 15,eng,4.41,17078,,,,,,,,,,,,,,,
5524,35488,"Johnny Cash, Patrick   Carr",1997,Cash: The Autobiography of Johnny Cash,en-US,4.08,15113,,,,,,,,,,,,,,,
5525,115130,Sidney Sheldon,1976,A Stranger in the Mirror,eng,3.61,15606,,,,,,,,,,,,,,,
5526,13067,Carl Hiaasen,2005,Flush,en-US,3.86,20076,,,,,,,,,,,,,,,
5527,781787,"Isak Dinesen, Karen Blixen",1937,Out of Africa,eng,3.96,21687,,,,,,,,,,,,,,,
5528,57951,Robert Crais,2007,The Watchman,en-US,4.1,17637,,,,,,,,,,,,,,,
5529,13530973,Nassim Nicholas Taleb,2012,Antifragile: Things That Gain from Disorder,eng,4.04,16184,,,,,,,,,,,,,,,
5531,13259270,Sam Harris,2012,Free Will,eng,3.83,15647,,,,,,,,,,,,,,,
5532,24529123,Marieke Nijkamp,2016,This Is Where It Ends,eng,3.63,23764,,,,,,,,,,,,,,,
5533,793399,Rachel Vincent,2007,Stray,eng,3.79,29063,,,,,,,,,,,,,,,
5535,13262061,Rebecca Stead,2012,Liar & Spy,eng,3.81,18990,,,,,,,,,,,,,,,
5537,5752,Steven Pinker,2002,The Blank Slate: The Modern Denial of Human Nature,eng,4.07,15647,,,,,,,,,,,,,,,
5538,866136,Peter F. Hamilton,2007,The Dreaming Void,en-US,4.18,16181,,,,,,,,,,,,,,,
5539,5135798,Meg Cabot,2009,Being Nikki,eng,3.87,25531,,,,,,,,,,,,,,,
5540,104837,"William Shakespeare, Cynthia Marshall, Barbara A. Mowat, Paul Werstine",1606,The Tragedie of Antony and Cleopatra,eng,3.67,20594,,,,,,,,,,,,,,,
5541,303472,Margaret Peterson Haddix,2001,"Among the Impostors (Shadow Children, #2)",en-US,4.05,21629,,,,,,,,,,,,,,,
5542,7775611,Christopher Pike,2010,The Eternal Dawn,en-US,4.14,17343,,,,,,,,,,,,,,,
5543,169331,Zane,1998,Addicted,eng,4.26,13677,,,,,,,,,,,,,,,
5544,10677277,Kristen Simmons,2012,Article 5,en-US,3.78,23732,,,,,,,,,,,,,,,
5546,17930773,Laurelin Paige,2013,Found in You,eng,4.27,27097,,,,,,,,,,,,,,,
5547,1928873,Lara Adrian,2008,Midnight Rising,eng,4.23,26597,,,,,,,,,,,,,,,
5548,21719,Karin Slaughter,2002,Kisscut,eng,4.12,18833,,,,,,,,,,,,,,,
5550,50275,"Hubert Selby Jr., Gilbert Sorrentino",1964,Last Exit to Brooklyn,eng,3.94,15491,,,,,,,,,,,,,,,
5551,53969,"Mario Vargas Llosa, Edith Grossman",2000,La fiesta del chivo,eng,4.22,10961,,,,,,,,,,,,,,,
5552,318404,Jordan Sonnenblick,2004,"Drums, Girls & Dangerous Pie",eng,4.25,18551,,,,,,,,,,,,,,,
5553,21412400,Miranda July,2015,The First Bad Man,eng,3.58,15560,,,,,,,,,,,,,,,
5554,28698,Tad Williams,1993,To Green Angel Tower (Storm),eng,4.19,18356,,,,,,,,,,,,,,,
5555,17204860,Jay Crownover,2013,Jet,eng,4.09,32332,,,,,,,,,,,,,,,
5556,3656,John Banville,2005,The Sea,eng,3.49,16558,,,,,,,,,,,,,,,
5557,18656055,"James Patterson, David Ellis",2014,Invisible,eng,4.05,14518,,,,,,,,,,,,,,,
5558,32434,Dean Koontz,1993,Mr. Murder,eng,3.72,19904,,,,,,,,,,,,,,,
5559,6933876,Gail Carriger,2010,Changeless,eng,4,30703,,,,,,,,,,,,,,,
5560,185253,L.E. Modesitt Jr.,1991,The Magic of Recluce,eng,3.84,18879,,,,,,,,,,,,,,,
5561,71771,John Jakes,1974,"The Bastard (Kent Family Chronicles, Vol. 1)",en-GB,4.09,18287,,,,,,,,,,,,,,,
5562,13330370,Ben H. Winters,2012,The Last Policeman,eng,3.76,14725,,,,,,,,,,,,,,,
5563,93269,George R. Stewart,1949,Earth Abides,eng,3.96,17200,,,,,,,,,,,,,,,
5564,136636,"Douglas Preston, Lincoln Child",1999,Thunderhead,eng,4.09,19704,,,,,,,,,,,,,,,
5566,9637479,Thea Harrison,2011,Dragon bound,eng,4.13,29920,,,,,,,,,,,,,,,
5567,77395,L.M. Montgomery,1919,Rainbow Valley,eng,4,27353,,,,,,,,,,,,,,,
5568,10574,Stephen King,2005,The Colorado Kid,eng,3.28,19406,,,,,,,,,,,,,,,
5569,351064,"Diane Mowat, W.W. Jacobs",1902,The Monkey's Paw,eng,3.85,18113,,,,,,,,,,,,,,,
5571,260791,"Jerry Bridges, Foster W. Cline, Jim Fay",1978,The Pursuit of Holiness,eng,4.28,14574,,,,,,,,,,,,,,,
5572,674220,Lisa Kleypas,2004,Again the Magic ,eng,4.05,24978,,,,,,,,,,,,,,,
5573,104219,Anne Rivers Siddons,1998,Low Country,eng,3.96,16364,,,,,,,,,,,,,,,
5574,7558747,Jennifer Donnelly,2010,Revolution,eng,4.02,20607,,,,,,,,,,,,,,,
5575,60229,Eric S. Nylund,2001,The Fall of Reach,eng,4.25,14525,,,,,,,,,,,,,,,
5578,28251002,Nathan  Hill,2016,The Nix,eng,4.12,20807,,,,,,,,,,,,,,,
5579,9436632,Sophie Jordan,2011,Vanish,en-US,3.95,25947,,,,,,,,,,,,,,,
5580,24494,Bill Watterson,1989,The Calvin and Hobbes Lazy Sunday Book,eng,4.66,18641,,,,,,,,,,,,,,,
5581,48037,J. Sheridan Le Fanu,1872,Carmilla,eng,3.83,21582,,,,,,,,,,,,,,,
5582,47619,Garth Nix,2004,Drowned Wednesday,en-US,3.85,21267,,,,,,,,,,,,,,,
5583,82434,Melina Marchetta,2003,Saving Francesca,eng,3.97,24398,,,,,,,,,,,,,,,
5584,13345975,K.A. Linde,2012,Avoiding Commitment,eng,3.85,28253,,,,,,,,,,,,,,,
5585,13521399,"James Patterson, Maxine Paetro",2012,Confessions of a murder suspect,eng,3.89,19223,,,,,,,,,,,,,,,
5586,156529,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2005,Y: The Last Man Vol. 6: Girl on Girl,eng,4.21,20974,,,,,,,,,,,,,,,
5589,69392,Jerry Spinelli,2003,Milkweed,eng,4,19461,,,,,,,,,,,,,,,
5591,22326,William Gibson,1993,Virtual Light,eng,3.84,16273,,,,,,,,,,,,,,,
5592,6404621,Craig Ferguson,2009,American on Purpose,eng,3.96,17033,,,,,,,,,,,,,,,
5593,3240483,Michael J. Fox,2008,Always Looking Up: The Adventures of an Incurable Optimist,en-US,3.82,17181,,,,,,,,,,,,,,,
5594,6584134,Sarah MacLean,2010,Nine Rules to Break When Romancing a Rake,en-US,4.08,27201,,,,,,,,,,,,,,,
5595,12888599,Charlotte Rogan,2012,The Lifeboat,eng,3.2,18260,,,,,,,,,,,,,,,
5596,538845,"Henryk Sienkiewicz, W.S. Kuniczak",1895,Quo vadis?,eng,4.13,18466,,,,,,,,,,,,,,,
5597,16068780,Amy Ewing,2014,The Jewel,eng,3.86,21247,,,,,,,,,,,,,,,
5598,312043,Chris d'Lacey,2001,The Fire Within,eng,3.76,22634,,,,,,,,,,,,,,,
5599,13815,"Raymond E. Feist, Janny Wurts",1990,"Servant of the Empire (The Empire Trilogy, #2)",eng,4.27,20016,,,,,,,,,,,,,,,
5600,2195309,Nora Roberts,2008,The Hollow,en-US,4.11,23983,,,,,,,,,,,,,,,
5602,22540125,Anna Todd,2013,After We Collided,eng,3.73,16338,,,,,,,,,,,,,,,
5604,38855,Tony Horwitz,1998,Confederates in the Attic: Dispatches from the Unfinished Civil War,eng,4.08,16792,,,,,,,,,,,,,,,
5607,144791,Matthew Reilly,2005,Seven Ancient Wonders,eng,4.08,15374,,,,,,,,,,,,,,,
5609,30224,Laurell K. Hamilton,2006,Mistral's Kiss,en-US,4.03,25340,,,,,,,,,,,,,,,
5611,4497978,Larissa Ione,2009,Desire Unchained (Shadow Lover),eng,4.25,26939,,,,,,,,,,,,,,,
5612,21323,"Dean Koontz, Leigh Nichols",2000,Cold Fire ; Hideaway; The Key to Midnight,eng,4.16,17581,,,,,,,,,,,,,,,
5613,7617119,Dan Wells,2009,"I Am Not A Serial Killer (John Cleaver, #1)",eng,3.77,18878,,,,,,,,,,,,,,,
5615,84022,Fannie Flagg,1998,"Welcome to the World, Baby Girl!",eng,3.84,18307,,,,,,,,,,,,,,,
5616,23966,Irvine Welsh,1998,Filth,eng,3.76,16162,,,,,,,,,,,,,,,
5617,47076,Lori Lansens,2005,The Girls,eng,3.79,16201,,,,,,,,,,,,,,,
5618,28686830,Janet Evanovich,2016,Turbo Twenty-Three,eng,3.75,15021,,,,,,,,,,,,,,,
5619,30347,Sandra Brown,1999,The Alibi,eng,4.03,17729,,,,,,,,,,,,,,,
5620,12408149,Wiley Cash,2012,A Land More Kind Than Home,eng,3.84,15318,,,,,,,,,,,,,,,
5621,233722,Ann M. Martin,1986,Kristy's Great Idea,eng,3.94,21952,,,,,,,,,,,,,,,
5624,52415,"Henning Mankell, Steven T. Murray",1996,Den femte kvinnan,eng,4.02,16094,,,,,,,,,,,,,,,
5625,2845287,Sarah Vowell,2008,The Wordy Shipmates,en-US,3.66,17541,,,,,,,,,,,,,,,
5626,780581,"Guy de Maupassant, Douglas Parmée",1885,Bel-Ami,eng,3.81,17016,,,,,,,,,,,,,,,
5627,30043,Norman Maclean,1976,A River Runs Through It and Other Stories,eng,4.17,16501,,,,,,,,,,,,,,,
5628,10836813,"María Dueñas, Daniel Hahn",2009,El tiempo entre costuras,eng,4.04,10166,,,,,,,,,,,,,,,
5630,22325,William Gibson,1996,Idoru,eng,3.78,16099,,,,,,,,,,,,,,,
