author,bookid,rating
Douglas Parmee,5626,3.81
Norman Maclean,5627,4.17
Maria Duenas,5628,4.04
Daniel Hahn,5628,4.04
Toni Morrison,5629,3.77
William Gibson,5630,3.78
Kristan Higgins,5631,3.93
Diana Wynne Jones,5632,3.93
Jude Watson,5633,4.14
Deborah Blum,5634,4.0
Penelope Ward,5635,4.07
Elizabeth Scott,5636,3.83
Anonymous,5637,4.29
Ananda Maitreya,5637,4.29
Thich Nhat Hanh,5637,4.29
Balangoda Ananda Maitreya Maitreya,5637,4.29
Kristen Ashley,5638,4.33
Kathy Reichs,5639,3.93
Brene Brown,5640,4.19
Alan Bradley,5641,4.17
James Patterson,5642,3.63
Maxine Paetro,5642,3.63
Elisabeth Elliot,5643,4.38
Tarryn Fisher,5644,4.22
Holly Black,5645,3.91
Susan Elizabeth Phillips,5646,4.18
khld lkhmysy,5647,3.68
Khaled Al Khamissi,5647,3.68
Gail Tsukiyama,5648,4.12
Sally   Thorne,5649,4.24
Julia Heaberlin,5650,3.78
Penny Reid,5651,3.96
Scott Westerfeld,5652,4.25
Keith Thompson,5652,4.25
Akira Amano,5653,4.22
JN Productions,5653,4.22
Frances E. Wall,5653,4.22
Karin Slaughter,5654,4.21
Tom Clancy,5655,3.79
Sue Grafton,5656,3.86
Alton Brown,5657,4.21
James Herriot,5658,4.39
Sherrilyn Kenyon,5659,4.18
Beth Revis,5660,4.11
Ursula K. Le Guin,5661,3.89
Amy Tintera,5662,3.92
Carrie Brownstein,5663,3.88
Jon Meacham,5664,3.99
Agatha Christie,5665,3.86
Iain M. Banks,5666,4.19
Pearl Cleage,5667,3.7
Sue Grafton,5668,3.9
David Baldacci,5669,4.03
Irvin D. Yalom,5670,4.18
Trudi Canavan,5671,3.94
Steven Erikson,5672,4.34
Frank E. Peretti,5673,3.91
Joe Hill,5674,4.41
Gabriel Rodriguez,5674,4.41
The Arbinger Institute,5675,4.11
Arthur C. Clarke,5676,3.76
Gentry Lee,5676,3.76
Lisa Kleypas,5677,4.21
Graham Greene,5678,3.94
Scott Snyder,5679,4.29
Jock,5679,4.29
Francesco Francavilla,5679,4.29
Jared K. Fletcher,5679,4.29
Sal Cipriano,5679,4.29
David   Baron,5679,4.29
James Patterson,5680,4.0
Marshall Karp,5680,4.0
Darren Shan,5681,4.22
Corrie ten Boom,5682,4.47
Laura Joffe Numeroff,5683,4.16
Felicia Bond,5683,4.16
Laurell K. Hamilton,5684,4.12
Laural Merlington,5684,4.12
Orson Scott Card,5685,4.06
James Cameron,5685,4.06
Paula Brackston,5686,3.54
Katarina Bivald,5687,3.56
Alice Menzies,5687,3.56
Dennis Lehane,5688,3.89
Amy Plum,5689,4.17
Richard Dawkins,5690,4.04
Dave McKean,5690,4.04
Karen Kingsbury,5691,4.41
Gary Smalley,5691,4.41
James Patterson,5692,4.03
Christian Lander,5693,3.76
Nora Roberts,5694,4.06
Stephen R. Donaldson,5695,3.99
Marian Keyes,5696,3.65
Heather Dixon,5697,3.87
Rachel Dratch,5698,3.57
Gabriel Garcia Marquez,5699,3.71
J.M. Coetzee,5700,3.94
Willy Lindwer,5701,4.34
Walter Isaacson,5702,4.03
Deborah Rodriguez,5703,3.63
Ernest Hemingway,5704,3.57
Ken Follett,5705,3.91
mHmd lslm,5706,3.3
Neal Stephenson,5707,4.3
Ben Mikaelsen,5708,3.85
Rachel Kushner,5709,3.46
Jeaniene Frost,5710,4.3
Deborah Feldman,5711,3.67
Kiera Cass,5712,4.03
Gary Vaynerchuk,5713,3.85
Alastair Reynolds,5714,4.13
Steve Berry,5715,3.94
T.S. Eliot,5716,4.29
Lloyd C. Douglas,5717,4.2
Walt Disney Company,5718,4.39
Ellen Titlebaum,5718,4.39
Anton DiSclafani,5719,3.34
Kylie Scott,5720,4.32
Kelley Armstrong,5721,4.2
Joseph Delaney,5722,4.12
Patrick  Arrasmith,5722,4.12
Gavin de Becker,5723,4.19
Jennifer Echols,5724,4.02
Lincoln Peirce,5725,4.23
Mary Kubica,5726,3.57
Willard F. Harley Jr.,5727,4.11
Nora Roberts,5728,4.13
Kelly Creagh,5729,3.87
Sadegh Hedayat,5730,3.99
D.P. Costello,5730,3.99
Eric Litwin,5731,4.41
James Dean,5731,4.41
Jonathan Stroud,5732,4.19
Simon  Jones,5732,4.19
R.L. Stine,5733,3.82
Louise Erdrich,5734,4.02
Glen Cook,5735,4.2
Abbi Glines,5736,4.01
Melinda Haynes,5737,3.67
Chris Cleave,5738,3.8
Michael Crichton,5739,3.84
Danielle Steel,5740,4.04
Kristin Hannah,5741,4.05
Juliet Marillier,5742,4.32
Ken Follett,5743,3.86
Chloe Neill,5744,4.17
Ina Garten,5745,4.26
Maura McEvoy,5745,4.26
Fisher Amelie,5746,4.25
H.P. Lovecraft,5747,3.93
China Mieville,5747,3.93
S.T. Joshi,5747,3.93
Nora Roberts,5748,4.14
Lara Adrian,5749,4.26
James Rollins,5750,4.01
Allison Pearson,5751,3.3
Garth Ennis,5752,4.33
Steve Dillon,5752,4.33
Becky  Chambers,5753,4.18
Jorge Luis Borges,5754,4.58
Andrew Hurley,5754,4.58
Holly Black,5755,3.92
John le Carre,5756,3.9
Jennifer Lynn Barnes,5757,3.94
Harlan Coben,5758,3.96
L.J. Smith,5759,3.78
Sherrilyn Kenyon,5760,4.15
Carol Tavris,5761,3.99
Elliot Aronson,5761,3.99
T.R. Ragan,5762,3.94
Richard Bachman,5763,3.59
Stephen King,5763,3.59
Clive Cussler,5764,3.92
Jared Diamond,5765,4.04
Dennis Lehane,5766,4.03
Gina Mayer,5767,4.24
Mercer Mayer,5767,4.24
Nicole  Williams,5768,4.24
Mira Grant,5769,4.1
Harlan Coben,5770,3.94
Karin Slaughter,5771,4.11
Jill Bolte Taylor,5772,3.86
Robert Kirkman,5773,4.32
Charlie Adlard,5773,4.32
Cliff Rathburn,5773,4.32
Isabel Allende,5774,3.9
Margaret Sayers Peden,5774,3.9
Dean Koontz,5775,3.75
Emma Donoghue,5776,3.13
Iain Pears,5777,3.93
Donny Dhirgantoro,5778,3.84
Geoffrey A. Moore,5779,4.0
Regis McKenna,5779,4.0
Peach-Pit,5780,4.11
Harlan Coben,5781,3.95
Isaac Asimov,5782,4.17
Aldous Huxley,5783,3.87
Neil Shubin,5784,3.97
Jean-Paul Sartre,5785,4.13
Seth Godin,5786,3.83
Alison Bechdel,5787,3.66
Bob Ong,5788,4.2
Robin Hobb,5789,4.33
Elin Hilderbrand,5790,4.0
Darynda Jones,5791,4.39
Milan Kundera,5792,3.68
Linda Asher,5792,3.68
Mary E. Pearson,5793,4.32
Loung Ung,5794,4.29
Owen  West,5795,3.6
Dean Koontz,5795,3.6
Stephen M.R. Covey,5796,3.97
Mary Higgins Clark,5797,3.85
Betty Mahmoody,5798,4.04
Lisa Gardner,5799,4.16
Piers Anthony,5800,3.87
Mary Higgins Clark,5801,3.88
Joseph Kesselring,5802,4.14
Ellen Schreiber,5803,4.01
Ken Kesey,5804,4.24
Tamora Pierce,5805,4.07
Sam Harris,5806,3.9
Darcie Chan,5807,3.55
Douglas Coupland,5808,3.72
Jon Lee Anderson,5809,4.1
Scott Westerfeld,5810,3.8
C.C. Hunter,5811,4.37
Paulo Coelho,5812,3.93
Brandon Mull,5813,4.03
Kelley Armstrong,5814,4.19
Maggie Stiefvater,5815,3.69
Verna Aardema,5816,4.01
Leo Dillon,5816,4.01
Diane Dillon,5816,4.01
Sophie Kinsella,5817,3.24
Nora Roberts,5818,3.94
Tom Rob Smith,5819,3.53
Rebecca Solnit,5820,3.93
Kristen Proby,5821,4.3
Carlos Ruiz Zafon,5822,3.66
Lucia Graves,5822,3.66
Alfred Uhry,5823,4.24
Meredith Wild,5824,4.27
J.D. Robb,5825,4.35
Alexander McCall Smith,5826,4.07
Laura Ingalls Wilder,5827,3.88
Garth Williams,5827,3.88
R.D. Ronald,5828,3.52
Kathy Reichs,5829,3.92
Jacob Grimm,5830,4.14
Wilhelm Grimm,5830,4.14
mn~ lkhmysy,5830,4.14
Allan Pease,5831,3.97
Barbara Pease,5831,3.97
Tammara Webber,5832,3.71
Farley Mowat,5833,4.19
James Patterson,5834,4.03
Michael Ledwidge,5834,4.03
Michelle Moran,5835,4.11
Kathy Reichs,5836,3.98
Kevin Hearne,5837,4.28
John Scalzi,5838,3.73
Brad Thor,5839,4.22
Oscar Wilde,5840,4.45
Merlin Holland,5840,4.45
Cook's Illustrated Magazine,5841,4.2
John Burgoyne,5841,4.2
Carl Tremblay,5841,4.2
Renee Ahdieh,5842,4.2
Peter Clines,5843,3.82
Louise Penny,5844,4.21
Laura C. Schlessinger,5845,3.71
Ted Dekker,5846,4.03
Yana Toboso,5847,4.53
Michael J. Sullivan,5848,4.31
Fabio Moon,5849,4.31
Gabriel Ba,5849,4.31
Craig Thompson,5849,4.31
Dave Stewart,5849,4.31
Sean Konot,5849,4.31
Cherise Sinclair,5850,3.99
Orhan Pamuk,5851,3.69
Maureen Freely,5851,3.69
Brit Bennett,5852,3.87
Johann Wolfgang von Goethe,5853,3.97
Walter Kaufmann,5853,3.97
Cora Carmack,5854,3.96
Jenny Nimmo,5855,3.89
Shelly Crane,5856,4.28
Andrea Cremer,5857,4.06
Agatha Christie,5858,3.9
Rachel Renee Russell,5859,4.42
Beverly Cleary,5860,4.08
Agatha Christie,5861,3.84
Susan Elizabeth Phillips,5862,4.15
Maxine Hong Kingston,5863,3.72
Masha,5864,4.28
Marie Simchow Stern,5864,4.28
Charles Bukowski,5865,4.0
Samantha Young,5866,4.35
Terry Brooks,5867,3.94
Taylor Jenkins Reid,5868,3.74
Glennon Doyle Melton,5869,4.18
Arthur Conan Doyle,5870,3.98
David Timson,5870,3.98
Nora Roberts,5871,4.14
Charles Dickens,5872,3.98
Stephen R. Covey,5873,4.07
Larry Correia,5874,4.04
Rae Carson,5875,4.23
Tom Clancy,5876,3.61
Anne McCaffrey,5877,3.97
Diane Muldrow,5878,4.34
Garth Ennis,5879,4.34
Steve Dillon,5879,4.34
Peter Snejbjerg,5879,4.34
Megan Whalen Turner,5880,4.23
Christopher Isherwood,5881,4.11
Christopher Hitchens,5882,4.12
Chris d'Lacey,5883,3.9
Neil Gaiman,5884,4.12
Stephen E. Ambrose,5885,4.19
Julie Garwood,5886,4.22
Kody Keplinger,5887,3.76
A. Meredith Walters,5888,3.91
Nora Roberts,5889,4.2
Jeanne DuPrau,5890,3.25
James Patterson,5891,4.14
Kresley Cole,5892,4.23
Gena Showalter,5892,4.23
Holly Black,5893,3.7
Eliza Wheeler,5893,3.7
Patricia Cornwell,5894,3.75
Alan Bradley,5895,4.09
Kristen Ashley,5896,4.21
Joseph Fink,5897,3.87
Jeffrey Cranor,5897,3.87
Michael Teitelbaum,5898,4.32
Walt Disney Company,5898,4.32
Julia Quinn,5899,4.08
Julie   Murphy,5900,3.87
Ann Leckie,5901,4.2
Gena Showalter,5902,4.42
Stephen King,5903,3.62
Gina L. Maxwell,5904,3.94
Alexander McCall Smith,5905,4.06
Eve Ensler,5906,3.86
Gloria Steinem,5906,3.86
Charles Dickens,5907,4.07
Evelyn Waugh,5908,3.92
Francine Rivers,5909,4.07
Barbara Delinsky,5910,3.77
Paul Auster,5911,3.89
Karen Marie Moning,5912,4.14
Wendy Mass,5913,4.22
Maeve Binchy,5914,3.88
George Eliot,5915,3.82
Edmund White,5915,3.82
Elin Hilderbrand,5916,3.73
Susan Mallery,5917,3.89
Plum Sykes,5918,3.46
Anonymous,5919,4.67
Ronald A. Beers,5919,4.67
Ronald A. Beers,5919,4.67
Douglas Preston,5920,3.92
Lincoln Child,5920,3.92
Sylvain Neuvel,5921,3.84
Julianne Donaldson,5922,4.17
Neil Gaiman,5923,4.34
Barron Storey,5923,4.34
Bill Sienkiewicz,5923,4.34
Glenn Fabry,5923,4.34
Dave McKean,5923,4.34
P. Craig Russell,5923,4.34
Milo Manara,5923,4.34
Miguelanxo Prado,5923,4.34
Frank Quitely,5923,4.34
Todd Klein,5923,4.34
Olivia Goldsmith,5924,3.87
Maggie O'Farrell,5925,3.82
Sarah Waters,5926,3.67
Jeffrey Archer,5927,4.09
Anne Rice,5928,3.71
Carl Hiaasen,5929,3.61
Robert McCammon,5930,4.32
George Eliot,5931,3.77
Joanna Trollope,5931,3.77
Hugh Osborne,5931,3.77
Chitra Banerjee Divakaruni,5932,3.97
Yoko Ogawa,5933,3.94
Stephen Snyder,5933,3.94
Sue Grafton,5934,3.89
Douglas Coupland,5935,3.7
Dean Koontz,5936,3.69
Niall Ferguson,5937,3.88
Jim Gaffigan,5938,3.69
Laurie Halse Anderson,5939,3.93
Dante Alighieri,5940,4.01
Robert M. Durling,5940,4.01
David Baldacci,5941,3.98
Jonathan Tropper,5942,3.75
Julie Anne Peters,5943,3.89
C.J. Bott,5943,3.89
Denise Kiernan,5944,3.66
Dean Koontz,5945,3.97
Ed Gorman,5945,3.97
John Bedford Lloyd,5945,3.97
D.J. MacHale,5946,4.19
David Mitchell,5947,3.92
Douglas Coupland,5948,3.61
Stephen King,5949,4.49
Mark Dunn,5950,3.84
Steven Erikson,5951,4.33
Tess Gerritsen,5952,4.02
Dee Lestari,5953,3.83
Paul Tremblay,5954,3.82
Gretchen Rubin,5955,3.81
Ben Aaronovitch,5956,4.16
Raymond E. Feist,5957,3.99
Isabel Allende,5958,3.8
Anne McLean,5958,3.8
Rita Williams-Garcia,5959,3.95
Robin Hobb,5960,4.06
P.G. Wodehouse,5961,4.31
Pseudonymous Bosch,5962,4.23
Gilbert Ford,5962,4.23
Erin Hunter,5963,4.31
Jason F. Wright,5964,3.61
Lili St. Crow,5965,4.08
Lilith Saintcrow,5965,4.08
James Patterson,5966,3.52
Howard Roughan,5966,3.52
Blue Balliett,5967,3.71
Brett Helquist,5967,3.71
Philip Yancey,5968,4.18
Greg Iles,5969,4.11
Alice Clayton,5970,4.04
Dav Pilkey,5971,4.13
George Beard,5971,4.13
Harold Hutchins,5971,4.13
Robert Louis Stevenson,5972,4.3
Tasha Tudor,5972,4.3
Bret Easton Ellis,5973,3.39
Kiera Cass,5974,3.93
James Rollins,5975,4.17
Robert Kirkman,5976,4.34
Charlie Adlard,5976,4.34
Jane Smiley,5977,3.61
Paulo Freire,5978,4.25
Myra Bergman Ramos,5978,4.25
Donaldo Macedo,5978,4.25
Richard Shaull,5978,4.25
Ian Doescher,5979,3.94
Brad Meltzer,5980,4.03
Rags Morales,5980,4.03
Michael Bair,5980,4.03
Joss Whedon,5980,4.03
Sarah Rees Brennan,5981,3.85
Arthur C. Clarke,5982,3.66
Gentry Lee,5982,3.66
Jose Saramago,5983,4.26
Lemony Snicket,5984,3.83
Seth,5984,3.83
Kelley Armstrong,5985,4.1
Bryan Konietzko,5986,4.41
Michael Dante DiMartino,5986,4.41
Aaron Ehasz,5986,4.41
Alison Wilgus,5986,4.41
Amy Kim Ganter,5986,4.41
Brian Ralph,5986,4.41
Corey Lewis,5986,4.41
Dave Roman,5986,4.41
Elsa Garagarza,5986,4.41
Ethan Spaulding,5986,4.41
Frank Pittarese,5986,4.41
Gurihiru,5986,4.41
J. Torres,5986,4.41
Joaquim Dos Santos,5986,4.41
Johane Matte,5986,4.41
John O'Bryan,5986,4.41
Joshua Hamilton,5986,4.41
Justin Ridge,5986,4.41
Kaite Mattila,5986,4.41
May Chan,5986,4.41
Rawles Marie Lumumba,5986,4.41
Reagan Lodge,5986,4.41
Tim Hedrick,5986,4.41
Tom McWeeney,5986,4.41
Catherine McKenzie,5987,3.44
Margaret Sidney,5988,4.03
Jessica Day George,5989,3.92
Radwa Ashour,5990,4.32
rDw~ `shwr,5990,4.32
Barbara Cooney,5991,4.45
Jim Bouton,5992,3.99
Bill Willingham,5993,4.15
Mark Buckingham,5993,4.15
Steve Leialoha,5993,4.15
James Jean,5993,4.15
Carlos Fuentes,5994,3.8
Harriet Lerner,5995,4.02
Burton G. Malkiel,5996,4.05
Jennifer Echols,5997,3.79
Kelly Elliott,5998,3.98
William Goldman,5999,4.11
Julie Klassen,6000,3.79
Michelle A. Valentine,6001,4.01
Piers Anthony,6002,3.94
Claire Huchet Bishop,6003,4.18
Kurt Wiese,6003,4.18
Jamie McGuire,6004,4.0
Piers Anthony,6005,3.86
Arnold Lobel,6006,4.24
Cormac McCarthy,6007,4.07
C.S. Pacat,6008,3.98
Megan Whalen Turner,6009,4.37
Ridley Pearson,6010,3.91
David Frankland,6010,3.91
Richard Feynman,6011,4.28
Paul Murray,6012,3.72
David Weber,6013,4.21
V.C. Andrews,6014,3.92
A.G. Riddle,6015,3.93
Jessica Shirvington,6016,4.01
Dorothy L. Sayers,6017,4.11
Tony Kushner,6018,4.27
Dorothy Koomson,6019,4.02
Lisa Kleypas,6020,4.22
Ruth Reichl,6021,4.02
John Keats,6022,4.24
Judith McNaught,6023,4.33
Joseph Boyden,6024,4.31
Dashiell Hammett,6025,4.0
J. Lynn,6026,4.27
Jennifer L. Armentrout,6026,4.27
Masashi Kishimoto,6027,4.5
Frances Wall,6027,4.5
David Baldacci,6028,3.72
Judith McNaught,6029,4.19
Khushwant Singh,6030,3.85
Craig Silvey,6031,4.06
Michael A. Singer,6032,4.27
Marlon James,6033,3.86
Nina LaCour,6034,3.99
Julie Garwood,6035,4.22
Jami Attenberg,6036,3.42
Thomas Piketty,6037,4.01
Arthur Goldhammer,6037,4.01
James D. Bradley,6038,4.15
Kay Thompson,6039,4.2
Hilary Knight,6039,4.2
Jonathan Stroud,6040,4.19
Herman Koch,6041,3.39
Peter Carey,6042,3.8
Elmore Leonard,6043,3.95
K.A. Tucker,6044,4.3
Nathanael West,6045,3.78
Alfred Kazin,6045,3.78
James Gleick,6046,4.16
Alan Brennert,6047,4.02
Keri Arthur,6048,3.89
Richard Russo,6049,3.79
Rosamunde Pilcher,6050,4.15
Ally Carter,6051,4.44
Rachel Caine,6052,4.36
Anthony Horowitz,6053,3.9
John Darnielle,6054,3.72
Erich Maria Remarque,6055,4.48
Melissa de la Cruz,6056,3.98
Maya Angelou,6057,4.19
Andrzej Sapkowski,6058,4.36
James Patterson,6059,3.92
Richard DiLallo,6059,3.92
Ori Brafman,6060,3.75
Rom Brafman,6060,3.75
Marguerite Henry,6061,4.19
Wesley Dennis,6061,4.19
Sam Harris,6062,3.87
Jack London,6063,3.97
Iris Chang,6064,4.08
Jerry A. Coyne,6065,4.15
Annie Proulx,6066,3.93
Susan Elizabeth Phillips,6067,4.06
Lisa Scottoline,6068,3.76
Jeffrey Archer,6069,3.83
Jostein Gaarder,6070,4.16
Sarah Jane Hails,6070,4.16
Jen Sincero,6071,4.04
Jill Mansell,6072,3.83
Dean Koontz,6073,3.72
Iain M. Banks,6074,4.22
Nicky Charles,6075,4.02
Conn Iggulden,6076,4.16
Kurtis J. Wiebe,6077,4.2
Roc Upchurch,6077,4.2
Agatha Christie,6078,4.05
Lian Hearn,6079,4.01
Laurell K. Hamilton,6080,4.13
Laurelin Paige,6081,4.35
Edan Lepucki,6082,3.22
Stephen Briggs,6083,4.35
Terry Pratchett,6083,4.35
Mo Willems,6084,4.35
Chuck Wendig,6085,3.15
Ellen Schreiber,6086,3.92
Agatha Christie,6087,3.9
Jennifer Chiaverini,6088,3.41
Safiy al-Rahman al-Mubarakfuri,6089,4.57
Sarah McCoy,6090,3.94
J.R. Ward,6091,4.29
Trina Schart Hyman,6092,4.11
Johann Grimm,6092,4.11
Wilhelm Grimm,6092,4.11
Dav Pilkey,6093,3.99
Martin Pistorius,6094,3.96
Megan Lloyd Davies,6094,3.96
Greg McKeown,6095,3.99
Philippa Gregory,6096,3.28
Roald Dahl,6097,3.66
Quentin Blake,6097,3.66
Lisa Renee Jones,6098,4.14
L.A. Fiore,6099,3.99
Samantha Towle,6100,4.33
Rene Descartes,6101,3.69
Donald A. Cress,6101,3.69
Enid Blyton,6102,4.24
Sandi Lynn,6103,3.99
Henry James,6104,3.36
Lauren Groff,6105,3.65
Dorothy Kunhardt,6106,4.06
Melanie Benjamin,6107,3.58
CLAMP,6108,4.3
Maria Simpson,6108,4.3
Meg Cabot,6109,3.83
Ree Drummond,6110,4.31
Shelly Crane,6111,4.31
Dian Fossey,6112,4.16
Jeffery Hudson,6113,3.6
Michael Crichton,6113,3.6
Adelle Waldman,6114,3.3
P.C. Cast,6115,3.81
Kristin Cast,6115,3.81
Matthew Norman,6116,3.85
Linda Castillo,6117,4.0
Ilona Andrews,6118,4.52
Anton Chekhov,6119,3.92
Michael Frayn,6119,3.92
Haruki Murakami,6120,3.86
Cun Shang  Chun Shu ,6120,3.86
Meg Cabot,6121,3.82
Louise Rennison,6122,4.01
Robert A. Heinlein,6123,4.0
Julie Anne Peters,6124,3.86
Alice Munro,6125,3.98
Iain M. Banks,6126,4.03
Mia Sheridan,6127,4.06
E.M. Forster,6128,4.02
J.D. Robb,6129,4.42
Susan Ericksen,6129,4.42
Ira Levin,6130,3.71
Cornelius Ryan,6131,4.31
Janet Evanovich,6132,3.66
D.J. MacHale,6133,4.15
David Baldacci,6134,3.84
Raymond E. Feist,6135,4.29
Janny Wurts,6135,4.29
C.J. Redwine,6136,3.69
Elin Hilderbrand,6137,3.67
Carolyn Keene,6138,3.94
Mildred Benson,6138,3.94
Taylor Caldwell,6139,4.11
Daniel Silva,6140,4.17
J.K. Rowling,6141,4.56
Karen Kingsbury,6142,4.41
Laurell K. Hamilton,6143,3.92
Stephen Briggs,6144,4.1
Terry Pratchett,6144,4.1
Mariana Zapata,6145,4.34
Mary Higgins Clark,6146,3.84
Joseph Wambaugh,6147,4.13
Kathy Reichs,6148,3.95
Kelly McGonigal,6149,4.11
Richard K. Morgan,6150,4.0
Karin Slaughter,6151,4.19
John Scalzi,6152,4.1
Sue Grafton,6153,3.9
Thomas Pynchon,6154,3.97
Joseph Conrad,6155,3.75
A. Michael Matin,6155,3.75
Bertrand Russell,6156,4.03
Paul  Edwards,6156,4.03
Alain de Botton,6157,3.81
Paullina Simons,6158,4.13
James Patterson,6159,4.22
Heinrich Boll,6160,4.05
mHmd sm`ylzdh,6160,4.05
Laura McHugh,6161,3.73
Julia Quinn,6162,4.03
Sue Grafton,6163,3.93
Margaret Peterson Haddix,6164,4.06
William Gibson,6165,3.66
Anonymous,6166,4.18
Richard Wilhelm,6166,4.18
Cary F. Baynes,6166,4.18
C.G. Jung,6166,4.18
John Buchan,6167,3.6
Joan Didion,6168,3.75
Peter Watts,6169,3.99
Nick Offerman,6170,3.64
Scott Snyder,6171,3.98
Stephen King,6171,3.98
Rafael Albuquerque,6171,3.98
John Sandford,6172,4.16
Alexis de Tocqueville,6173,3.99
Isaac Kramnick,6173,3.99
Gerald Bevan,6173,3.99
Harlan Coben,6174,3.92
Darren Shan,6175,4.19
A. Meredith Walters,6176,3.98
Erica Bauermeister,6177,3.78
Amy A. Bartol,6178,4.29
Bernard Cornwell,6179,4.11
Roddy Doyle,6180,3.75
Anne Tyler,6181,3.82
V.C. Andrews,6182,4.01
Jenny Nimmo,6183,3.98
Martin Amis,6184,3.71
John Sandford,6185,4.25
Chris Ryall,6186,4.21
Gabriel Rodriguez,6186,4.21
Clive Barker,6186,4.21
Arthur Conan Doyle,6187,4.27
Brian Herbert,6188,3.69
Kevin J. Anderson,6188,3.69
Diana Wynne Jones,6189,3.95
Charles Dickens,6190,3.82
Joseph O'Neill,6191,3.4
Steve Berry,6192,3.9
Larissa Ione,6193,4.36
Alan Bennett,6194,3.82
Franz Kafka,6195,3.73
bhrm mqddy,6195,3.73
Steve Niles,6196,3.81
Ben Templesmith,6196,3.81
Erin Hunter,6197,4.35
ywsf zydn,6198,3.43
Youssef Ziedan,6198,3.43
Hillary Jordan,6199,3.67
Sidney Sheldon,6200,3.51
Meg Cabot,6201,3.7
Christopher Hitchens,6202,4.02
Titus Lucretius Carus,6202,4.02
Omar Khayyam,6202,4.02
Thomas Hobbes,6202,4.02
Baruch Spinoza,6202,4.02
David Hume,6202,4.02
James Boswell,6202,4.02
Percy Bysshe Shelley,6202,4.02
George Eliot,6202,4.02
Charles Darwin,6202,4.02
Leslie Stephen,6202,4.02
Anatole France,6202,4.02
Mark Twain,6202,4.02
Joseph Conrad,6202,4.02
Thomas Hardy,6202,4.02
Emma Goldman,6202,4.02
H.P. Lovecraft,6202,4.02
Carl Van Doren,6202,4.02
H.L. Mencken,6202,4.02
Sigmund Freud,6202,4.02
Albert Einstein,6202,4.02
George Orwell,6202,4.02
John Betjeman,6202,4.02
Chapman Cohen,6202,4.02
Bertrand Russell,6202,4.02
Philip Larkin,6202,4.02
Martin Gardner,6202,4.02
Carl Sagan,6202,4.02
John Updike,6202,4.02
John Leslie Mackie,6202,4.02
Michael Shermer,6202,4.02
A.J. Ayer,6202,4.02
Daniel C. Dennett,6202,4.02
Charles Templeton,6202,4.02
Richard Dawkins,6202,4.02
Victor J. Stenger,6202,4.02
Elizabeth S.  Anderson,6202,4.02
Penn Jillette,6202,4.02
Ian McEwan,6202,4.02
Steven Weinberg,6202,4.02
Salman Rushdie,6202,4.02
Ibn Warraq,6202,4.02
Sam Harris,6202,4.02
A.C. Grayling,6202,4.02
Ayaan Hirsi Ali,6202,4.02
John Stuart Mill,6202,4.02
Karl Marx,6202,4.02
Larissa Ione,6203,4.35
Fritjof Capra,6204,3.96
Madeline Sheehan,6205,4.38
Kathryn Croft,6206,3.59
Jeff VanderMeer,6207,3.58
Kristen Ashley,6208,4.44
Elizabeth Eulberg,6209,3.83
Julie Garwood,6210,4.33
Agatha Christie,6211,3.6
Agatha Christie,6212,3.89
Renee Knight,6213,3.58
Veronica Roth,6214,4.56
Umberto Eco,6215,3.39
Richard Dixon,6215,3.39
Yann Martel,6216,3.13
Hiroyuki Takei,6217,4.14
Robert Jordan,6218,4.26
Michio Kaku,6219,4.11
Steven Pinker,6220,3.97
Bella Forrest,6221,4.1
Karen Kingsbury,6222,4.22
Ian Fleming,6223,3.62
Kate Egan,6224,4.48
John Stuart Mill,6225,3.65
George Sher,6225,3.65
Andrew  Smith,6226,4.08
Mitch Albom,6227,4.32
Robin Hobb,6228,4.53
Jack Finney,6229,3.88
Melvin Burgess,6230,3.87
Bill O'Reilly,6231,4.08
Martin Dugard,6231,4.08
Keigo Higashino,6232,4.05
Alexander O. Smith,6232,4.05
Jenny Nimmo,6233,3.88
Irvine Welsh,6234,3.78
Jenny Nimmo,6235,3.89
Hugh Howey,6236,4.21
James Patterson,6237,4.0
Michael Ledwidge,6237,4.0
Daniel Silva,6238,4.22
Ellen Schreiber,6239,4.09
Neale Donald Walsch,6240,4.18
Patti Smith,6241,3.94
Louise Erdrich,6242,3.98
Brad Meltzer,6243,3.76
Jessica Day George,6244,4.22
Carrie Fisher,6245,3.66
Steven Erikson,6246,4.44
Rachel Renee Russell,6247,4.38
Lisa McMann,6248,3.72
Brian K. Vaughan,6249,3.88
Niko Henrichon,6249,3.88
Michel Houellebecq,6250,3.63
Jon Krakauer,6251,3.97
Richard K. Morgan,6252,4.1
Amish Tripathi,6253,3.69
Gail Carriger,6254,4.01
Jenny McCarthy,6255,3.72
Clive Barker,6256,4.16
William Zinsser,6257,4.23
Thomas A. Harris,6258,3.7
Mario Puzo,6259,3.94
Patricia Briggs,6260,4.35
Maeve Binchy,6261,3.89
Jane Werner Watson,6262,4.25
Corinne Malvern,6262,4.25
S.A. Bodeen,6263,3.87
James A. Michener,6264,4.17
Boris Vian,6265,4.02
Kimberly Derting,6266,3.8
Nora Roberts,6267,3.94
Kimberly Lauren,6268,4.15
Christine Feehan,6269,4.2
Dan Wells,6270,4.12
Sarah MacLean,6271,3.95
Martin Heidegger,6272,3.99
Ernest Hemingway,6273,3.8
Jonathan Kozol,6274,4.23
Charlie Higson,6275,4.08
Jeffrey Archer,6276,4.05
Jeffery Deaver,6277,4.06
Daphne du Maurier,6278,3.85
