author,Art,Biography,Business,Christian,Classics,Comics,Cookbooks,Crime,Fantasy,Fiction,History,Manga,Mystery,Poetry,Psychology
J. Jeremy Wisnewski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William Irwin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Berne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexandre Dumas fils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Coward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rachel Hauck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen C. Lundin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Paul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Christensen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vi Keeland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philip Jose Farmer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Helprin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Susan Ericksen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Paine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adeline Yen Mah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michel Houellebecq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank Wynne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roy Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark D. Beazley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dav Pilkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Tough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott B. Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Blake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellis Peters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giorgio Vasari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julia Conway Bondanella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter Bondanella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dmitry Glukhovsky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. David Drevs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christos Tsiolkas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Henri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forbes Watson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Margery A. Ryerson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Sakey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camille Pagan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caroline Preston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myla Goldberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ram Dass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
Richard Alpert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
Conn Iggulden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad Stone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brittainy C. Cherry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Heidi McLaughlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashwin Sanghi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norman Mailer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James M. McPherson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Teitelbaum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sue DiCicco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rob Buyea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lindsey Kelk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beth Fantaskey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larry Bossidy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ram Charan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Burck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caitlin Doughty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Golden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Wood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grace Lin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur Ransome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary Kay Andrews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.K. Tremayne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Moss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edward Eager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.M. Bodecker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Hockensmith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Arrasmith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helene Hanff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thich Nhat Hanh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arnold Kotler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anna Kendrick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Masello,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Starlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike DeCarlo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lisa Lutz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James E. Talmage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don Ferguson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucasta Miller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
collaborative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jessica Cox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Beatty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jenna Miscavige Hill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lisa Pulitzer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James J. Helm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penn Jillette,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diane Muldrow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.P. Miller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Heilemann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Halperin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joni Eareckson Tada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Musser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shakti Gawain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.25
Anya Seton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
Marina Lewycka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rene Goscinny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Jacques Sempe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harold G. Moore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph L. Galloway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Lupica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Debbie Macomber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.2
Jun Mochizuki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wang Yue Chun ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kathryn Erskine,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0
'Hmd Hlmy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joshua Harris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zilpha Keatley Snyder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaye Gibbons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Nahum N. Glatzer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tania Stern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ernst Kaiser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eithne Wilkins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isa Chandra Moskowitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terry Hope Romero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabahattin Ali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles M. Sheldon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elissa Wall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed Brubaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doug Mahnke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Zircher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Sowd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Bird,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Horowitz,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0
Russell Brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Garfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.D. Ronald,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Katzenbach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Del Roy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin    Wilson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Gardner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karl Ove Knausgard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom    Murphy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wendy Mass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant Naylor,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25
G.K. Chesterton,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0
Jane O'Connor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.25,0.0
Robin Preiss Glasser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.25,0.0
Chris Riddell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.2
Dee Henderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tobias Wolff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moliere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Sorrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazune Kawahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David D. Burns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melody Beattie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Goncharov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Pearl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galya Diment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Po Bronson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley Merryman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Janny Wurts,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25
Richard Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Ware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Ridley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil Klay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James M. Cain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Kurson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clare Vanderpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amitav Ghosh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jessica Anthony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
Rodrigo Corral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
Naguib Mahfouz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
njyb mHfwZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rachel Simon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allen Say,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.2
Robert Silverberg,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2
Melinda Long,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linda Howard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
Mira Lyn Kelly,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2
Linwood Barclay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333
Katherine Hannigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aldo Leopold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
Eric Knight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marguerite Kirmse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T. Colin Campbell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas M. Campbell II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julia Donaldson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Axel Scheffler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sui Ishida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shi Tian  sui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cressida Cowell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lauren Conrad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
Paul Bowles,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
Lily Koppel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank B. Gilbreth Jr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ernestine Gilbreth Carey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario Spezi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Woodrell,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
Jessica Seinfeld,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.2
Paul Kidby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philip Gourevitch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Cahn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L.A. Weatherly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan J.L. Glass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Seeley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hugo Petrus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julio Cortazar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Clapton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ted Chiang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario Vargas Llosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heidi W. Durrow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Habiburrahman El-Shirazy,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
Chris Grabenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Wiesner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes Lackey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Courtney Allison Moulton,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25
Marjorie Kinnan Rawlings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ozzy Osbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Ayres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J. Maarten Troost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Clegg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Elisabeth Kubler-Ross,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goran Parlov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesmyn Ward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kristen Callihan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
Natasha Preston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt de la Pena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelly Link,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myra McEntire,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
Scott  Meyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0
Emile Zola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Roger Pearson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacqueline Kelly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katie Alender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Gregory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michel Foucault,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Alan Sheridan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Mathiesen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walter Seitter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drago Braco Rotar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arina Tanemura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Amy A. Bartol,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.125,0.125,0.125
Joe McGinniss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudhir Venkatesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Avon Oeming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Stegman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laline Paull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elizabeth George,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ann Leary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rudolfo Anaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alessandro Baricco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archibald Colquhoun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belle Aurora,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666
Jillian Dodd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kate Alcott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ken Grimwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Eagleman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neil deGrasse Tyson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Zindel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerrelyn Sparks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Muchamore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarah Simblet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Singh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aurora Rose Reynolds,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0
Angela Carter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Schama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michelle Knight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michelle Burford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jasmine Warga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kim Gordon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.C. Talk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Voice of the Martyrs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunonia Barry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Travis Moore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Halbleib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anchee Min,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0
H.M. Ward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George MacDonald,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur Hughes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sonmez Guven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Thomson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.S. King,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simone de Beauvoir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H.M. Parshley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deirdre Bair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grace Ellis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shannon Waters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shannon Watters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brooke A. Allen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faith Hicks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kat Leyh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brooke Allen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carolyn Nowak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carey Pietsch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elaine N. Aron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chitra Banerjee Divakaruni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
H.W. Brands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yoshihiro Togashi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fu Jian  Yi Bo ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ned Rust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucy Grealy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.25,0.0
Kingsley Amis,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
David Lodge,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
Jeff Hobbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li Cunxin,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
C.G. Jung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Aniela Jaffe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ysr Hrb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suzanne Rappaport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Founding Fathers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
Gilles Neret,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malcolm Lowry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rachel Abbott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary Pope Osborne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salvatore Murdocca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kate Beaton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ann Packer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sogyal Rinpoche,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Harvey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pat Barker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael J. Fox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Joseph Adams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
